filepath,composer,era,n_notes,top_pattern,top_length,top_support,top_z_score,num_patterns_z_ge_2
data/raw/piano_midi/maestro-v3.0.0/2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_01_Track01_wav.midi,Johann Sebastian Bach,Baroque,1677,"4,3,5,-8",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,1882,"5,-3,3,-3",4,3,2997.003,11
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,2452,"2,2,1,-1",4,5,4995.005,8
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.midi,Johann Sebastian Bach,Baroque,1720,"-11,2,10,-9",4,3,2997.003,5
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,1498,"-2,2,-2,2",4,3,2997.003,14
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,1942,"-2,15,-17,-1",4,4,3996.004,5
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,1585,"-16,14,-15,1",4,3,2997.003,14
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_12_Track12_wav.midi,Johann Sebastian Bach,Baroque,3255,"-15,14,-16,-1",4,3,2997.003,7
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_25_R1_2011_MID--AUDIO_R1-D9_14_Track14_wav.midi,Johann Sebastian Bach,Baroque,3226,"1,4,-4,11",4,3,2997.003,11
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--1.midi,Johann Sebastian Bach,Baroque,3181,"-4,11,1,-15",4,3,2997.003,8
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.midi,Johann Sebastian Bach,Baroque,1755,"-2,-2,-1,-2",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,1740,"-2,-2,-1,-2",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,1744,"-2,-2,-1,-2",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.midi,Johann Sebastian Bach,Baroque,1772,"-1,-2,2,1",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--2.midi,Johann Sebastian Bach,Baroque,1783,"-1,-2,-2,-1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--1.midi,Johann Sebastian Bach,Baroque,1766,"-2,-2,-1,-2",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_062_PIANO062_MID--AUDIO-split_07-07-17_Piano-e_2-07_wav--2.midi,Johann Sebastian Bach,Baroque,1765,"-2,-1,-2,-2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,1750,"-3,-12,-2,2",4,3,2997.003,2
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--2.midi,Johann Sebastian Bach,Baroque,1495,"2,-2,2,-2",4,8,7992.008,8
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.midi,Johann Sebastian Bach,Baroque,2773,"2,2,1,2",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_055_PIANO055_MID--AUDIO-split_07-07-17_Piano-e_1-04_wav--1.midi,Johann Sebastian Bach,Baroque,2692,"2,1,2,2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,1980,"-4,7,-8,-1",4,3,2997.003,18
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2020,"-2,-2,-1,1",4,4,3996.004,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,2104,"-10,17,-15,6",4,4,3996.004,20
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi,Johann Sebastian Bach,Baroque,3203,"-3,15,-14,2",4,3,2997.003,5
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,1900,"-8,-4,-12,16",4,3,2997.003,1
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,1946,"12,-24,16,-9",4,3,2997.003,1
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,1987,"17,-8,-4,-12",4,4,3996.004,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.midi,Johann Sebastian Bach,Baroque,2063,"9,-24,-3,21",4,3,2997.003,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,3247,"10,-9,11,-9",4,3,2997.003,12
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,2098,"-2,-2,-1,1",4,4,3996.004,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--1.midi,Johann Sebastian Bach,Baroque,2154,"-2,-1,1,4",4,3,2997.003,18
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,2214,"4,12,-4,7",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_07_Track07_wav.midi,Johann Sebastian Bach,Baroque,1538,"-2,-1,-2,-2",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_08_Track08_wav.midi,Johann Sebastian Bach,Baroque,2310,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,2293,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_12_R1_2011_MID--AUDIO_R1-D4_15_Track15_wav.midi,Johann Sebastian Bach,Baroque,2301,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--1.midi,Johann Sebastian Bach,Baroque,2445,"-2,2,-4,4",4,3,2997.003,5
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,2356,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2340,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2294,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_09_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,2315,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_12_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,2317,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--1.midi,Johann Sebastian Bach,Baroque,2300,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--1.midi,Johann Sebastian Bach,Baroque,2677,"-1,-2,2,-4",4,4,3996.004,4
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2408,"-2,2,-4,4",4,3,2997.003,5
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_044_PIANO044_MID--AUDIO-split_07-06-17_Piano-e_1-04_wav--1.midi,Johann Sebastian Bach,Baroque,2512,"-1,1,14,-2",4,3,2997.003,8
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.midi,Johann Sebastian Bach,Baroque,3023,"2,-2,2,-2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.midi,Johann Sebastian Bach,Baroque,2730,"-2,-1,-2,-2",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_07_Track07_wav.midi,Johann Sebastian Bach,Baroque,1612,"2,1,-1,-2",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_053_PIANO053_MID--AUDIO-split_07-06-17_Piano-e_3-04_wav--1.midi,Johann Sebastian Bach,Baroque,1686,"1,-1,-2,2",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_19_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,2832,"2,2,1,2",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_05_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,2768,"2,2,1,2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,1636,"2,2,1,2",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_03_Track03_wav.midi,Johann Sebastian Bach,Baroque,1082,"-2,9,-10,15",4,3,2997.003,3
data/raw/piano_midi/maestro-v3.0.0/2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi,Johann Sebastian Bach,Baroque,2039,"-2,-2,-1,-2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,1802,"-3,-3,5,-3",4,9,8991.009,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,2055,"-2,-2,-1,-2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,2036,"-2,-2,-1,-2",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--1.midi,Johann Sebastian Bach,Baroque,2017,"-6,14,-8,3",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,1954,"3,3,3,3",4,12,11988.012,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_07_Track07_wav.midi,Johann Sebastian Bach,Baroque,2327,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_049_PIANO049_MID--AUDIO-split_07-06-17_Piano-e_2-06_wav--1.midi,Johann Sebastian Bach,Baroque,2335,"-3,3,-7,7",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,2356,"-2,-2,-2,-1",4,3,2997.003,17
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,1326,"-2,2,-2,-2",4,3,2997.003,3
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,1273,"-9,-1,1,2",4,3,2997.003,2
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.midi,Johann Sebastian Bach,Baroque,1321,"4,3,3,-1",4,3,2997.003,2
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--1.midi,Johann Sebastian Bach,Baroque,1315,"-2,2,-2,-2",4,4,3996.004,4
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--1.midi,Johann Sebastian Bach,Baroque,1284,"21,-16,-1,1",4,3,2997.003,2
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,1334,"-2,2,-2,-2",4,4,3996.004,6
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--2.midi,Johann Sebastian Bach,Baroque,2214,"-1,1,-1,-2",4,10,9990.01,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2647,"2,-2,-1,-2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_13_R1_2011_MID--AUDIO_R1-D5_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,1761,"1,-5,-3,-4",4,5,4995.005,19
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--1.midi,Johann Sebastian Bach,Baroque,1792,"1,-5,-3,-4",4,4,3996.004,10
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--1.midi,Johann Sebastian Bach,Baroque,2689,"-2,2,-2,2",4,11,10989.011,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_14_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,2841,"-2,2,-2,2",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--1.midi,Johann Sebastian Bach,Baroque,2766,"-2,2,-2,2",4,24,23976.024,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--1.midi,Johann Sebastian Bach,Baroque,2744,"2,-2,2,-2",4,14,13986.014,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--3.midi,Johann Sebastian Bach,Baroque,2758,"2,-2,2,-2",4,12,11988.012,19
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,1609,"9,3,-15,8",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2453,"-2,-2,-1,-2",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--1.midi,Johann Sebastian Bach,Baroque,2536,"2,2,-2,-2",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2238,"-15,13,-15,14",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--2.midi,Johann Sebastian Bach,Baroque,2293,"15,-15,13,-15",4,4,3996.004,9
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,2218,"-2,2,-2,-5",4,3,2997.003,3
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_05_R1_2011_MID--AUDIO_R1-D2_09_Track09_wav.midi,Johann Sebastian Bach,Baroque,1555,"-1,1,-1,1",4,3,2997.003,4
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_042_PIANO042_MID--AUDIO-split_07-06-17_Piano-e_1-02_wav--1.midi,Johann Sebastian Bach,Baroque,2256,"9,-8,9,-10",4,4,3996.004,15
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--1.midi,Johann Sebastian Bach,Baroque,2274,"-2,2,-2,-5",4,3,2997.003,13
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,1522,"-17,19,-3,1",4,4,3996.004,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2832,"1,-1,1,-1",4,7,6993.007,10
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_10_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,2685,"-1,1,-1,1",4,7,6993.007,17
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--2.midi,Johann Sebastian Bach,Baroque,2733,"1,-1,1,-1",4,7,6993.007,11
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--1.midi,Johann Sebastian Bach,Baroque,2739,"-1,1,-1,1",4,5,4995.005,17
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--1.midi,Johann Sebastian Bach,Baroque,2757,"1,-1,1,-1",4,8,7992.008,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2415,"-3,3,-3,-4",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--2.midi,Johann Sebastian Bach,Baroque,2454,"5,-15,9,1",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2447,"-3,3,-3,-4",4,5,4995.005,17
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2424,"-3,3,-3,-4",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,2413,"-3,3,-3,-4",4,5,4995.005,18
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,2416,"-3,3,-3,-4",4,5,4995.005,17
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--1.midi,Johann Sebastian Bach,Baroque,2453,"-3,3,-3,-4",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--1.midi,Johann Sebastian Bach,Baroque,1729,"5,-5,-3,3",4,6,5994.006,12
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_04_R1_2008_01-04_ORIG_MID--AUDIO_04_R1_2008_wav--1.midi,Johann Sebastian Bach,Baroque,2445,"2,2,1,-1",4,4,3996.004,8
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,2500,"-12,2,2,1",4,3,2997.003,7
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,2458,"-1,1,-1,-2",4,4,3996.004,4
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,1685,"-8,-7,15,-8",4,3,2997.003,1
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,1629,"-2,16,-14,2",4,3,2997.003,5
data/raw/piano_midi/maestro-v3.0.0/2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--1.midi,Johann Sebastian Bach,Baroque,1626,"6,-16,17,-24",4,3,2997.003,3
data/raw/piano_midi/maestro-v3.0.0/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_03_R1_2015_wav--1.midi,Johann Sebastian Bach,Baroque,3336,"-2,-2,-1,-2",4,6,5994.006,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,2434,"16,-2,-15,13",4,4,3996.004,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_01_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,4819,"2,2,1,2",4,22,21978.022,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_02_R1_2011_MID--AUDIO_R1-D1_08_Track08_wav.midi,Johann Sebastian Bach,Baroque,3186,"-9,12,-15,8",4,7,6993.007,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_17_R1_2011_MID--AUDIO_R1-D7_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,2109,"18,-3,-12,9",4,5,4995.005,20
data/raw/piano_midi/maestro-v3.0.0/2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_19_R1_2013_wav--1.midi,Johann Sebastian Bach,Baroque,4937,"2,1,2,1",4,16,15984.016,20
data/raw/piano_midi/maestro-v3.0.0/2011/MIDI-Unprocessed_10_R1_2011_MID--AUDIO_R1-D4_02_Track02_wav.midi,Johann Sebastian Bach,Baroque,4920,"-2,2,-2,2",4,15,14985.015,20
data/raw/piano_midi/maestro-v3.0.0/2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--1.midi,Johann Sebastian Bach,Baroque,2469,"1,2,-2,-1",4,18,17982.018,20
data/raw/piano_midi/maestro-v3.0.0/2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--1.midi,Johann Sebastian Bach,Baroque,3306,"-10,10,-10,10",4,13,12987.013,20
